weight,age,height,size
58,36,170.18,8
77,27,170.18,14
52,28,160.02,6
58,41,157.48,14
86,23,167.64,14
72,30,167.64,18
68,30,177.8,14
58,54,157.48,18
72,17,160.02,14
62,40,165.1,14
65,38,175.26,2
61,32,175.26,14
72,35,162.56,18
63,32,162.56,8
58,29,170.18,6
56,32,162.56,8
70,28,177.8,14
48,45,160.02,6
57,33,162.56,8
63,34,167.64,12
65,39,154.94,14
61,42,154.94,14
58,29,165.1,8
65,34,170.18,18
54,30,165.1,6
56,35,172.72,6
68,33,172.72,18
63,42,165.1,6
43,31,152.4,6
56,37,170.18,6
72,55,177.8,18
70,53,170.18,18
49,27,154.94,6
68,43,167.64,18
61,25,165.1,8
99,38,167.64,18
63,32,167.64,12
54,37,167.64,8
63,31,175.26,14
68,33,180.34,8
60,30,172.72,8
50,32,160.02,6
56,28,167.64,8
61,35,167.64,6
63,25,175.26,14
58,29,167.64,8
71,46,172.72,18
54,33,170.18,8
70,32,175.26,14
54,24,172.72,6
65,26,172.72,6
63,26,162.56,12
59,31,162.56,12
63,31,162.56,12
65,41,170.18,12
62,34,165.1,8
49,31,157.48,2
52,29,157.48,8
98,33,175.26,18
61,28,160.02,8
58,21,175.26,12
52,30,157.48,6
97,32,172.72,18
58,32,175.26,6
56,32,177.8,6
58,30,152.4,8
65,35,167.64,14
63,24,170.18,8
48,31,162.56,2
65,34,165.1,12
56,36,165.1,8
61,28,160.02,14
72,45,162.56,18
52,33,157.48,8
60,33,167.64,8
77,43,165.1,14
58,35,157.48,14
54,31,162.56,6
65,23,165.1,14
58,29,172.72,8
56,33,162.56,12
68,47,175.26,14
65,38,165.1,14
58,36,165.1,8
58,19,175.26,6
63,43,162.56,12
61,37,165.1,8
63,43,170.18,8
77,27,182.88,18
61,22,170.18,8
61,32,162.56,14
56,32,170.18,6
47,34,162.56,2
52,33,167.64,12
61,51,165.1,8
56,32,157.48,8
56,37,170.18,8
56,25,162.56,14
79,34,157.48,18
83,40,180.34,18
58,41,165.1,14
54,30,167.64,6
58,31,175.26,6
63,36,162.56,8
54,35,162.56,6
58,40,170.18,8
68,28,170.18,14
54,28,162.56,6
53,44,160.02,6
65,30,180.34,14
55,32,170.18,2
97,44,154.94,18
52,33,157.48,6
61,31,170.18,6
56,26,165.1,8
54,39,152.4,8
70,37,172.72,14
51,50,157.48,6
61,39,165.1,8
66,28,154.94,8
49,43,162.56,2
58,42,165.1,6
54,37,157.48,6
53,27,160.02,6
68,28,172.72,12
53,39,162.56,2
74,29,187.96,18
73,29,175.26,14
67,29,172.72,14
61,40,172.72,8
47,28,149.86,6
68,38,175.26,14
68,37,175.26,14
54,36,162.56,6
70,31,167.64,14
47,34,152.4,2
53,32,162.56,6
52,23,162.56,2
58,31,170.18,8
62,28,162.56,8
55,38,167.64,8
60,47,170.18,8
63,29,162.56,6
52,29,160.02,6
71,29,180.34,12
65,35,160.02,14
61,33,162.56,14
74,27,172.72,18
72,34,160.02,18
58,28,165.1,8
72,31,167.64,14
102,26,165.1,18
65,30,170.18,14
72,32,167.64,18
54,21,165.1,6
52,29,167.64,2
63,32,157.48,14
53,43,165.1,8
81,28,167.64,18
54,29,152.4,2
48,44,162.56,6
72,38,165.1,18
52,43,157.48,8
65,27,170.18,14
55,47,160.02,8
59,32,167.64,6
76,27,175.26,18
63,27,172.72,8
47,33,149.86,2
49,34,167.64,6
52,37,157.48,2
52,45,157.48,6
47,38,154.94,6
61,28,170.18,14
65,30,177.8,12
57,27,160.02,12
65,28,172.72,14
53,24,160.02,8
58,60,160.02,18
53,40,154.94,6
79,21,170.18,18
72,28,170.18,18
63,34,172.72,14
65,35,172.72,14
61,26,157.48,8
43,29,152.4,2
62,27,165.1,8
79,27,160.02,18
56,48,175.26,8
56,29,167.64,6
54,38,172.72,6
52,30,160.02,8
60,30,160.02,8
55,31,160.02,8
70,34,167.64,18
61,31,165.1,8
56,37,165.1,6
61,30,165.1,8
58,34,167.64,8
54,27,162.56,2
65,33,170.18,14
65,40,172.72,12
63,66,172.72,18
58,29,177.8,6
73,26,177.8,18
77,32,157.48,18
52,33,157.48,6
58,29,172.72,8
54,40,160.02,8
65,33,170.18,12
56,35,167.64,8
72,35,162.56,18
74,33,170.18,18
58,43,154.94,8
63,37,160.02,14
64,37,175.26,12
54,38,160.02,8
68,36,175.26,18
63,28,165.1,14
54,31,162.56,8
62,32,170.18,8
58,33,167.64,8
98,67,160.02,18
72,29,160.02,18
56,34,162.56,8
74,32,172.72,18
58,35,160.02,8
72,27,182.88,18
63,40,170.18,8
56,42,162.56,8
58,27,160.02,6
74,26,162.56,18
61,44,170.18,8
77,37,165.1,14
61,32,175.26,6
49,35,157.48,6
58,35,160.02,12
65,25,167.64,14
61,34,144.78,8
61,41,165.1,12
53,31,160.02,6
65,33,167.64,18
63,48,175.26,14
53,29,167.64,2
58,32,154.94,12
69,35,172.72,14
68,24,160.02,18
77,26,177.8,14
83,34,160.02,18
54,37,170.18,2
46,44,160.02,6
68,34,172.72,14
61,31,170.18,8
71,29,165.1,14
108,31,177.8,18
61,42,160.02,12
48,43,167.64,2
65,42,157.48,8
63,39,167.64,8
58,30,165.1,14
55,32,157.48,6
63,32,160.02,8
58,26,172.72,6
56,31,157.48,6
47,32,157.48,2
71,35,170.18,18
56,45,162.56,6
61,52,167.64,12
66,31,162.56,12
99,32,180.34,18
74,37,170.18,14
52,32,160.02,2
88,37,167.64,18
56,27,165.1,6
58,37,165.1,8
54,39,165.1,8
67,32,177.8,14
72,28,170.18,18
56,33,167.64,12
68,30,167.64,8
63,33,167.64,14
72,34,180.34,18
65,30,162.56,18
61,58,162.56,14
68,35,157.48,14
68,42,157.48,18
59,60,162.56,18
61,33,175.26,8
58,21,157.48,6
70,32,165.1,18
46,54,160.02,6
63,25,165.1,8
49,53,152.4,6
56,28,157.48,8
65,37,165.1,18
54,53,167.64,6
77,52,165.1,18
56,29,165.1,8
78,34,177.8,12
63,31,165.1,14
56,54,160.02,12
62,40,175.26,8
61,41,170.18,8
49,32,160.02,6
63,34,170.18,12
58,34,165.1,8
63,28,172.72,12
63,31,170.18,12
54,42,165.1,6
52,28,154.94,8
70,29,167.64,18
54,27,162.56,8
65,27,162.56,18
52,27,170.18,2
58,29,167.64,8
58,32,165.1,8
61,34,175.26,12
88,34,177.8,18
81,30,165.1,18
56,35,162.56,6
61,58,165.1,14
56,24,162.56,8
58,31,170.18,6
65,47,167.64,18
57,30,172.72,8
68,27,167.64,14
51,27,160.02,6
51,61,162.56,6
65,30,165.1,18
54,21,157.48,6
49,38,165.1,2
56,33,165.1,14
56,35,172.72,2
63,28,172.72,8
47,21,160.02,6
81,34,180.34,14
51,28,167.64,6
54,26,170.18,6
57,27,160.02,14
68,55,162.56,18
50,24,160.02,2
74,33,160.02,14
52,22,160.02,6
54,31,160.02,8
79,31,180.34,18
76,30,172.72,14
52,42,157.48,2
63,26,167.64,8
86,32,170.18,18
58,34,162.56,6
54,25,165.1,14
60,37,170.18,18
56,29,162.56,6
70,37,170.18,12
56,48,162.56,8
56,28,170.18,8
48,38,162.56,2
72,27,170.18,14
61,30,165.1,6
65,36,170.18,12
54,30,162.56,2
74,31,170.18,18
56,32,170.18,8
63,33,165.1,14
55,25,154.94,6
77,36,170.18,18
55,37,154.94,12
54,24,152.4,6
56,30,165.1,6
68,5,172.72,8
63,31,170.18,12
72,28,175.26,14
68,29,170.18,14
61,45,165.1,18
54,40,162.56,6
61,55,172.72,8
68,44,165.1,14
47,55,154.94,6
56,56,172.72,8
63,25,167.64,12
56,27,162.56,6
52,38,162.56,6
52,33,167.64,6
50,24,160.02,8
52,37,152.4,6
58,31,175.26,6
54,30,162.56,6
72,31,154.94,18
74,26,187.96,14
53,30,149.86,6
57,29,162.56,6
61,30,157.48,18
58,35,165.1,6
65,29,167.64,8
58,25,162.56,8
79,33,162.56,18
61,33,165.1,8
77,28,162.56,18
56,28,160.02,6
104,34,170.18,18
58,40,149.86,12
97,33,160.02,18
54,40,170.18,8
58,33,172.72,8
52,37,152.4,2
65,28,167.64,14
58,28,170.18,8
68,34,177.8,14
72,31,170.18,18
56,31,170.18,8
61,28,170.18,12
58,33,167.64,8
65,30,170.18,8
60,41,165.1,6
67,32,165.1,12
63,31,165.1,12
52,31,162.56,2
49,28,162.56,2
58,30,162.56,14
49,28,162.56,2
72,32,162.56,18
64,30,172.72,12
68,40,162.56,14
55,31,167.64,6
72,38,182.88,6
65,42,177.8,12
68,25,170.18,14
65,35,167.64,8
67,29,165.1,14
63,28,162.56,14
50,32,157.48,6
86,52,165.1,18
63,33,175.26,12
52,35,162.56,6
56,26,167.64,8
58,44,157.48,12
63,27,167.64,6
56,28,157.48,8
53,28,152.4,6
63,34,157.48,12
80,30,177.8,18
54,31,167.64,8
56,49,160.02,8
49,34,160.02,2
56,40,170.18,12
49,25,160.02,2
54,30,170.18,2
81,26,177.8,18
61,32,162.56,8
58,47,165.1,6
72,36,160.02,18
61,31,167.64,14
52,29,162.56,2
54,39,167.64,8
70,39,165.1,18
68,32,177.8,12
56,31,160.02,8
61,26,172.72,8
53,39,162.56,6
63,41,162.56,12
54,50,170.18,6
54,31,165.1,6
51,33,160.02,6
72,36,170.18,18
55,32,157.48,8
56,24,162.56,8
62,68,175.26,14
49,35,165.1,2
61,40,160.02,14
58,32,175.26,2
52,28,170.18,8
61,28,170.18,14
77,32,160.02,18
58,51,157.48,8
56,26,170.18,8
62,26,167.64,6
47,33,165.1,6
60,33,170.18,8
61,30,170.18,8
56,31,170.18,6
87,52,167.64,18
63,39,172.72,12
52,22,157.48,8
63,25,167.64,8
52,38,167.64,6
64,27,172.72,14
63,51,165.1,18
64,31,170.18,12
65,33,165.1,18
61,28,170.18,14
63,27,165.1,8
63,37,162.56,12
58,32,167.64,6
61,25,167.64,8
68,35,170.18,18
48,41,170.18,6
77,30,167.64,18
56,25,160.02,8
61,32,165.1,8
58,26,167.64,8
61,30,167.64,12
61,36,165.1,8
70,28,167.64,18
49,24,167.64,6
83,35,162.56,18
55,52,162.56,8
58,39,160.02,8
65,54,172.72,14
68,34,167.64,12
65,31,165.1,14
72,28,172.72,12
61,50,165.1,12
54,34,157.48,8
54,30,154.94,6
56,29,162.56,6
56,30,154.94,8
48,33,154.94,2
65,33,167.64,14
63,42,167.64,12
58,28,175.26,6
56,31,162.56,8
52,29,160.02,6
81,34,180.34,18
88,27,162.56,18
58,27,172.72,6
54,46,167.64,8
63,41,170.18,8
61,56,170.18,8
53,39,162.56,8
70,33,162.56,14
79,28,177.8,18
56,63,165.1,14
61,33,157.48,8
65,32,170.18,14
57,30,165.1,8
67,57,170.18,18
50,32,157.48,2
54,27,165.1,14
54,56,162.56,8
64,48,170.18,14
61,39,165.1,8
50,38,160.02,6
63,33,157.48,18
61,35,170.18,12
68,31,172.72,12
65,27,170.18,8
74,32,177.8,18
64,38,170.18,18
58,28,165.1,8
58,21,170.18,8
56,24,165.1,8
57,35,165.1,8
48,29,154.94,6
56,34,167.64,8
54,26,162.56,8
53,58,172.72,6
63,34,172.72,14
56,29,170.18,6
65,32,170.18,18
56,33,167.64,6
68,31,175.26,12
61,24,167.64,14
54,28,157.48,8
54,32,167.64,14
68,32,167.64,14
58,27,165.1,8
65,37,177.8,14
48,45,154.94,2
65,26,177.8,12
58,37,165.1,8
51,31,157.48,2
58,33,167.64,8
57,29,162.56,2
55,33,162.56,8
58,29,167.64,6
65,31,167.64,8
77,34,175.26,18
49,28,162.56,8
58,29,167.64,8
47,25,157.48,2
58,27,172.72,8
64,35,172.72,14
61,32,172.72,8
56,30,160.02,8
49,28,162.56,6
56,27,160.02,6
56,28,160.02,6
51,68,165.1,6
58,42,167.64,8
122,28,167.64,18
65,29,165.1,18
58,28,165.1,14
60,27,162.56,8
77,27,170.18,18
113,38,172.72,18
72,31,175.26,18
56,36,157.48,8
49,38,157.48,6
47,35,165.1,6
63,43,165.1,12
58,33,165.1,8
58,33,157.48,14
53,45,154.94,8
49,29,165.1,6
81,31,170.18,18
48,57,157.48,6
48,42,160.02,6
48,28,157.48,6
74,48,160.02,18
68,35,167.64,14
77,51,172.72,18
54,37,165.1,6
58,31,165.1,12
58,37,175.26,6
72,24,170.18,18
68,25,170.18,14
57,33,162.56,8
55,56,162.56,14
68,37,170.18,14
61,42,177.8,8
63,31,180.34,12
54,26,165.1,8
61,30,177.8,8
58,28,172.72,8
56,31,167.64,6
52,34,157.48,8
81,29,162.56,14
56,27,170.18,6
58,29,162.56,12
79,51,162.56,18
78,47,162.56,18
47,53,157.48,6
56,41,162.56,8
65,36,172.72,8
61,32,175.26,8
63,41,167.64,8
52,32,157.48,6
63,45,167.64,18
68,31,160.02,14
72,29,185.42,14
63,26,170.18,12
77,28,180.34,18
63,32,172.72,14
49,24,160.02,2
72,41,170.18,18
54,18,165.1,6
72,39,165.1,12
54,22,154.94,6
81,34,172.72,18
58,32,172.72,8
52,65,162.56,8
58,33,160.02,14
63,26,175.26,8
48,40,160.02,6
51,33,162.56,2
54,38,172.72,2
56,28,177.8,6
58,30,162.56,8
53,31,162.56,6
44,25,152.4,2
59,50,160.02,12
63,37,170.18,12
57,40,165.1,8
61,46,157.48,14
54,51,165.1,8
68,34,167.64,18
61,30,162.56,8
68,33,167.64,18
77,28,162.56,18
58,39,162.56,8
46,35,157.48,8
49,27,157.48,6
83,30,177.8,18
68,32,165.1,18
68,25,160.02,14
54,44,170.18,12
69,33,154.94,18
68,33,172.72,12
72,36,170.18,14
72,36,172.72,14
52,22,170.18,2
74,32,185.42,14
67,30,167.64,12
86,20,165.1,18
68,38,167.64,12
55,36,162.56,2
63,51,172.72,8
61,32,177.8,8
56,33,167.64,6
49,30,162.56,6
70,33,162.56,14
97,38,162.56,18
49,32,154.94,2
49,30,154.94,2
113,25,180.34,18
58,35,172.72,6
47,31,165.1,2
61,29,167.64,8
47,31,160.02,6
77,43,165.1,18
60,31,165.1,8
52,29,160.02,6
54,30,160.02,8
55,42,170.18,8
62,29,162.56,12
58,37,162.56,8
77,51,165.1,18
56,42,167.64,8
58,37,165.1,12
58,29,157.48,14
65,48,175.26,8
81,37,160.02,18
58,45,172.72,12
56,37,162.56,6
61,32,172.72,8
56,29,157.48,6
47,29,157.48,2
49,30,154.94,2
61,29,157.48,12
56,29,165.1,8
76,29,177.8,18
50,27,160.02,8
58,28,157.48,12
55,27,165.1,6
79,51,185.42,18
50,33,160.02,6
62,28,172.72,8
49,33,165.1,8
70,26,175.26,14
47,35,154.94,6
62,59,172.72,14
58,29,160.02,8
57,46,170.18,8
79,33,170.18,18
49,20,172.72,2
67,35,157.48,8
58,36,154.94,12
68,28,172.72,8
65,36,170.18,14
49,24,160.02,8
61,35,175.26,8
56,32,154.94,8
54,33,154.94,8
86,25,167.64,18
63,31,170.18,8
86,25,172.72,18
70,29,165.1,14
58,30,165.1,8
52,27,162.56,6
65,39,172.72,12
56,33,162.56,6
58,39,175.26,2
62,35,170.18,14
58,31,167.64,14
58,29,162.56,6
62,60,165.1,8
58,38,167.64,8
56,39,160.02,8
63,41,167.64,14
63,34,162.56,18
68,30,180.34,14
61,31,167.64,12
72,34,172.72,18
65,45,170.18,12
65,27,170.18,14
61,32,167.64,14
58,33,180.34,6
58,34,172.72,8
65,28,167.64,12
58,41,167.64,6
58,32,170.18,12
76,32,180.34,18
56,56,165.1,8
65,25,160.02,8
58,28,165.1,8
63,36,170.18,14
58,38,170.18,8
65,21,177.8,8
77,42,172.72,18
55,34,160.02,8
81,30,170.18,18
56,25,162.56,6
56,27,162.56,14
81,33,165.1,18
79,36,175.26,18
58,36,165.1,6
62,58,172.72,8
90,33,165.1,18
51,48,165.1,6
62,38,157.48,14
54,26,167.64,8
56,37,165.1,6
53,48,162.56,6
61,38,157.48,8
56,31,162.56,2
106,23,162.56,18
99,34,160.02,18
65,44,177.8,12
76,28,160.02,18
52,28,167.64,6
65,31,175.26,8
72,29,170.18,14
81,33,170.18,18
61,34,172.72,14
52,26,162.56,2
77,37,177.8,18
77,30,162.56,18
45,38,157.48,2
52,23,160.02,8
58,32,175.26,8
49,24,167.64,6
58,42,162.56,6
67,35,175.26,8
68,24,177.8,12
86,30,162.56,18
58,27,167.64,8
77,34,175.26,18
70,26,165.1,14
54,47,162.56,8
56,30,160.02,6
58,30,157.48,14
81,32,165.1,18
70,28,172.72,18
57,29,167.64,6
44,45,157.48,6
45,29,152.4,6
81,30,165.1,18
81,28,172.72,18
58,36,167.64,8
83,37,170.18,18
65,36,157.48,14
54,43,160.02,8
70,24,167.64,8
56,53,172.72,6
72,30,177.8,14
58,28,160.02,8
56,43,172.72,12
56,41,157.48,12
58,30,160.02,14
66,32,162.56,14
49,30,162.56,2
74,28,180.34,14
77,34,185.42,18
62,57,162.56,12
55,30,167.64,6
74,31,175.26,18
69,44,170.18,18
68,29,157.48,18
58,26,165.1,8
57,26,160.02,8
77,37,165.1,18
57,43,175.26,8
57,26,157.48,12
52,36,154.94,6
58,28,152.4,8
52,32,160.02,6
58,56,167.64,8
68,29,182.88,12
72,48,170.18,12
61,33,162.56,12
63,31,170.18,12
55,26,170.18,8
54,29,160.02,2
49,57,165.1,8
58,45,170.18,8
63,32,165.1,6
65,37,162.56,12
72,34,170.18,14
54,26,175.26,6
54,38,167.64,8
61,24,165.1,6
58,35,160.02,18
61,28,167.64,8
50,26,162.56,6
63,32,160.02,8
52,34,160.02,6
60,35,170.18,8
61,29,180.34,14
63,29,162.56,12
54,23,165.1,8
54,27,162.56,8
63,23,165.1,8
72,33,170.18,18
68,32,175.26,14
49,30,167.64,6
54,30,160.02,8
56,40,162.56,8
58,58,157.48,12
63,40,167.64,6
52,29,160.02,8
63,26,167.64,14
74,30,180.34,14
68,40,157.48,18
79,33,175.26,18
68,36,175.26,12
53,32,157.48,2
63,23,165.1,8
53,38,162.56,2
49,38,165.1,2
77,39,167.64,18
54,35,165.1,6
61,27,167.64,2
61,34,170.18,8
52,39,162.56,8
58,38,175.26,8
61,27,152.4,8
72,30,167.64,14
77,28,167.64,18
68,34,162.56,14
53,32,154.94,6
95,39,175.26,18
53,31,167.64,6
79,36,157.48,18
65,33,165.1,14
54,39,157.48,8
50,42,152.4,6
79,22,165.1,18
46,34,147.32,2
72,25,162.56,18
81,34,170.18,18
70,34,162.56,18
57,21,167.64,14
45,30,162.56,2
68,30,170.18,18
74,29,162.56,18
58,35,162.56,14
51,29,154.94,8
67,45,170.18,14
55,53,170.18,8
54,27,165.1,6
65,41,172.72,14
58,32,165.1,8
81,33,167.64,18
58,36,170.18,12
61,34,167.64,8
63,50,167.64,14
72,28,182.88,14
68,47,167.64,14
53,29,160.02,8
60,44,165.1,8
53,39,175.26,8
54,32,160.02,8
81,49,177.8,18
56,34,162.56,8
47,44,154.94,6
49,33,162.56,6
58,33,160.02,8
63,30,175.26,12
81,35,162.56,18
63,36,165.1,14
68,49,167.64,18
61,36,175.26,14
56,36,167.64,6
79,41,175.26,8
51,30,157.48,8
53,31,167.64,2
72,36,162.56,18
77,33,180.34,14
68,31,177.8,14
52,30,160.02,6
54,43,157.48,8
54,38,160.02,6
61,29,170.18,12
48,39,154.94,8
72,30,167.64,18
52,43,160.02,6
52,30,162.56,2
58,28,170.18,8
63,32,187.96,12
61,31,162.56,6
56,32,165.1,6
56,48,170.18,6
58,29,170.18,12
65,41,162.56,8
56,24,167.64,6
62,32,162.56,14
63,55,162.56,18
57,26,162.56,14
47,26,152.4,2
58,32,167.64,12
50,32,154.94,8
54,26,172.72,6
72,45,170.18,18
53,43,160.02,6
54,37,167.64,6
53,45,157.48,6
62,34,165.1,12
72,31,157.48,18
58,32,165.1,8
58,50,167.64,12
45,34,149.86,2
68,29,167.64,12
56,18,160.02,8
61,36,154.94,12
62,28,167.64,8
63,42,172.72,12
54,34,160.02,6
58,31,167.64,8
61,49,175.26,6
58,42,165.1,12
61,30,170.18,8
61,27,167.64,6
63,35,162.56,12
54,21,157.48,8
56,25,157.48,6
60,22,167.64,8
62,30,170.18,8
56,24,167.64,8
56,26,167.64,6
50,33,157.48,2
63,32,172.72,8
57,53,162.56,8
58,55,167.64,6
71,33,182.88,18
63,29,152.4,14
50,21,165.1,2
65,43,172.72,14
72,37,172.72,18
56,59,167.64,8
58,32,162.56,12
62,31,157.48,8
88,33,170.18,18
61,32,165.1,12
49,36,157.48,2
63,33,172.72,8
83,62,172.72,18
52,23,154.94,12
72,31,167.64,18
68,58,157.48,14
55,32,157.48,6
54,38,157.48,6
56,32,170.18,6
56,32,167.64,6
52,44,154.94,6
55,52,160.02,8
57,26,177.8,6
56,47,165.1,8
53,38,162.56,14
86,30,172.72,18
63,28,167.64,14
54,32,167.64,2
56,34,167.64,6
54,36,175.26,8
58,38,172.72,8
63,38,172.72,14
61,31,162.56,12
54,30,167.64,6
83,36,170.18,18
61,45,167.64,18
65,26,175.26,12
65,38,162.56,18
58,36,167.64,8
72,44,154.94,18
55,24,170.18,6
70,38,162.56,14
56,56,172.72,14
56,35,162.56,8
54,31,157.48,6
54,29,152.4,8
56,35,160.02,6
49,31,172.72,2
55,53,170.18,8
58,28,167.64,8
52,33,152.4,6
58,42,175.26,12
43,33,149.86,6
58,50,160.02,8
58,26,160.02,8
61,40,157.48,12
58,33,177.8,12
51,35,162.56,2
62,26,172.72,8
58,23,157.48,8
50,38,157.48,6
56,31,170.18,14
68,28,167.64,12
61,36,165.1,8
68,27,170.18,12
74,36,170.18,18
53,53,162.56,6
76,54,170.18,18
59,36,167.64,14
79,46,180.34,18
57,36,172.72,6
65,28,162.56,8
63,29,172.72,18
68,26,165.1,14
58,42,167.64,8
68,32,177.8,8
54,25,162.56,2
61,29,167.64,8
58,39,170.18,8
68,53,165.1,18
58,31,175.26,8
74,30,170.18,12
62,27,162.56,8
68,28,172.72,12
49,32,157.48,2
48,35,162.56,2
52,29,157.48,8
81,29,172.72,14
62,34,165.1,8
62,37,167.64,12
58,28,165.1,8
74,31,170.18,14
65,48,172.72,12
52,36,160.02,6
49,32,162.56,2
65,31,170.18,14
56,32,162.56,12
52,39,167.64,2
55,57,167.64,6
65,34,160.02,14
68,36,162.56,14
61,34,175.26,12
63,38,162.56,12
68,40,165.1,14
58,49,165.1,12
47,32,157.48,2
59,31,177.8,14
61,35,170.18,6
63,23,175.26,8
63,28,177.8,12
66,40,162.56,18
49,36,170.18,2
62,29,175.26,12
47,38,154.94,6
74,25,167.64,18
74,28,165.1,18
61,35,157.48,12
56,43,167.64,8
67,28,154.94,14
61,31,160.02,8
56,32,157.48,12
52,30,170.18,8
57,21,167.64,14
78,34,177.8,12
63,31,165.1,18
57,36,162.56,6
64,26,167.64,12
74,28,172.72,18
49,49,162.56,2
68,31,175.26,8
52,31,160.02,8
56,34,160.02,8
56,25,162.56,14
77,32,172.72,18
65,45,170.18,14
56,57,162.56,12
59,33,162.56,14
58,35,154.94,8
72,39,172.72,14
68,45,165.1,14
65,37,170.18,14
65,27,172.72,14
65,35,167.64,14
56,26,167.64,6
61,30,160.02,8
70,54,170.18,14
79,32,160.02,18
68,38,157.48,18
58,35,177.8,8
58,28,162.56,12
74,56,175.26,18
65,29,177.8,8
54,18,162.56,6
58,34,167.64,8
63,38,157.48,18
77,32,175.26,18
51,37,157.48,6
79,42,157.48,18
52,37,162.56,6
52,28,160.02,8
64,25,175.26,12
72,31,152.4,18
81,30,172.72,18
52,31,157.48,6
60,28,170.18,8
48,27,152.4,2
56,34,177.8,6
81,31,162.56,18
65,46,165.1,12
68,36,177.8,14
56,35,162.56,8
90,32,160.02,18
68,32,170.18,14
58,40,175.26,8
57,39,170.18,6
56,25,157.48,8
56,32,170.18,6
52,48,162.56,6
74,33,170.18,18
65,46,172.72,12
65,53,175.26,12
63,34,167.64,12
56,29,167.64,6
68,52,175.26,12
79,31,154.94,18
56,30,160.02,6
82,30,165.1,18
70,29,165.1,14
95,31,165.1,18
68,34,160.02,12
61,31,167.64,12
51,25,154.94,6
68,29,167.64,14
58,33,162.56,8
53,30,160.02,8
68,28,175.26,12
63,29,167.64,12
63,21,172.72,8
53,44,165.1,6
58,29,167.64,8
70,28,177.8,14
54,31,167.64,6
58,25,167.64,8
54,30,157.48,6
77,23,170.18,14
60,30,162.56,8
62,29,162.56,12
68,33,162.56,18
63,27,167.64,8
54,31,162.56,12
47,37,152.4,2
52,40,157.48,6
74,37,157.48,14
57,20,157.48,2
70,36,172.72,18
68,26,175.26,8
52,34,160.02,6
63,24,172.72,6
61,56,165.1,12
47,36,165.1,2
70,32,167.64,18
65,36,172.72,18
68,48,167.64,18
63,33,175.26,12
54,32,170.18,2
61,54,162.56,18
61,39,165.1,12
58,22,167.64,8
97,31,162.56,18
61,29,165.1,8
49,28,162.56,2
56,21,170.18,8
58,58,170.18,6
54,32,165.1,2
52,36,162.56,6
55,33,172.72,6
77,24,177.8,18
68,32,157.48,18
64,30,157.48,12
57,42,175.26,8
63,34,167.64,8
56,24,162.56,6
77,40,165.1,18
52,38,160.02,6
72,48,175.26,18
63,55,165.1,14
61,33,162.56,8
58,34,152.4,12
57,36,172.72,6
65,36,162.56,12
45,31,157.48,2
71,33,157.48,18
65,41,162.56,12
68,35,177.8,14
54,21,175.26,2
49,27,162.56,6
58,31,177.8,8
53,26,154.94,6
65,47,170.18,18
66,40,167.64,14
52,32,160.02,2
58,29,170.18,12
62,30,160.02,12
70,29,167.64,14
55,32,167.64,6
58,31,170.18,8
54,27,162.56,6
54,28,157.48,8
67,34,175.26,14
63,25,167.64,12
56,26,165.1,8
53,24,157.48,6
68,37,157.48,12
56,29,162.56,8
69,49,160.02,18
56,33,162.56,2
58,55,162.56,12
61,33,170.18,8
49,43,147.32,6
58,35,167.64,8
62,23,172.72,8
65,29,170.18,14
61,24,175.26,12
72,30,177.8,14
57,37,154.94,8
63,33,165.1,6
61,41,160.02,8
60,29,162.56,8
65,31,167.64,12
68,32,172.72,18
48,36,160.02,6
68,25,165.1,14
55,46,167.64,6
47,38,165.1,2
63,36,170.18,14
52,36,154.94,6
65,34,154.94,14
77,22,175.26,18
77,29,162.56,14
65,47,175.26,14
107,41,160.02,18
61,31,167.64,12
58,26,162.56,8
61,35,165.1,8
58,47,167.64,14
61,36,167.64,8
49,61,152.4,14
52,39,162.56,6
86,39,172.72,18
54,53,167.64,6
52,33,157.48,6
81,37,172.72,18
56,41,162.56,8
52,55,157.48,8
63,32,167.64,14
61,42,177.8,8
58,30,157.48,8
63,22,167.64,8
61,33,177.8,8
45,31,154.94,2
72,32,157.48,18
68,43,165.1,18
65,40,170.18,18
61,33,162.56,14
65,37,165.1,14
52,28,167.64,2
53,33,157.48,6
74,37,162.56,18
61,44,170.18,14
55,45,154.94,8
62,28,160.02,12
62,47,167.64,18
61,32,170.18,12
56,35,172.72,6
53,31,167.64,8
63,33,167.64,8
61,54,152.4,12
68,32,162.56,18
61,32,160.02,12
45,29,157.48,2
64,39,170.18,12
63,27,167.64,8
72,35,170.18,14
63,41,172.72,12
74,52,160.02,18
61,32,170.18,12
47,37,154.94,2
65,37,172.72,12
60,38,175.26,12
70,29,175.26,12
61,41,152.4,8
47,45,157.48,6
58,35,160.02,8
50,39,170.18,2
58,42,172.72,8
65,31,167.64,12
68,37,175.26,14
51,50,160.02,6
77,46,172.72,18
65,37,167.64,12
65,32,180.34,12
61,29,160.02,6
57,32,177.8,2
58,23,170.18,8
71,32,175.26,12
56,32,160.02,6
51,20,149.86,6
52,41,157.48,6
65,30,175.26,8
61,25,170.18,6
71,32,160.02,18
59,34,162.56,18
68,27,157.48,18
61,44,175.26,12
49,34,160.02,6
64,41,175.26,8
50,31,167.64,2
61,28,172.72,8
52,21,157.48,8
51,34,162.56,2
62,33,157.48,14
68,52,160.02,18
49,24,167.64,6
61,31,157.48,12
54,61,157.48,12
88,38,170.18,18
